sample_id,id,sp_id,fluor,sex,id_anon,coh,mat,dpm,date,magn,NADH_tm,NADH_t1,NADH_t2,NADH_a1 ,px_ROI,ph_ROI,ph_px_bin1,lim_phot_number,shift,qual,excl
um-30-1,um-30-1_NADH,um-30-1,NADH,M,a306,mum,um,30,18-06-14,high,903.59,538.35,2177.28,77.06,262144,70084721,2406,no,0.0,4,n
um-30-2,um-30-2_NADH,um-30-2,NADH,M,a320,mum,um,30,18-06-14,high,NA,NA,NA,NA,NA,NA,NA,yes,-0.9,1,y
um-30-3,um-30-3_NADH,um-30-3,NADH,M,a312,mma,ma,30,18-06-14,high,NA,NA,NA,NA,262144,7548186,259,yes,NA,1,y
um-30-4,um-30-4_NADH,um-30-4,NADH,M,a309,mma,ma,30,18-06-14,high,827.18,529.1,2021.31,79.26,262144,74187992,2547,no,0.0,4,n
um-30-5,um-30-5_NADH,um-30-5,NADH,M,a325,mum,um,30,18-06-14,high,806.35,515.05,1939.06,78.85,262144,83247345,2858,no,0.0,4,n
um-30-6,um-30-6_NADH,um-30-6,NADH,M,a315,mma,ma,30,18-06-14,high,NA,NA,NA,NA,262144,8204482,282,yes,NA,1,y
um-30-7,um-30-7_NADH,um-30-7,NADH,M,a322,mum,um,30,18-06-14,high,851.03,567.76,2063.75,80.44,262144,84269730,2893,no,-0.1,5,n
mm-30-1,mm-30-1_NADH,mm-30-1,NADH,M,a314,mma,ma,30,18-06-14,high,884.16,548.21,2120.25,77.94,262144,85120894,2922,no,1.0,3,n
mm-30-2,mm-30-2_NADH,mm-30-2,NADH,M,a311,mma,ma,30,18-06-14,high,806.52,503.81,2025.18,79.33,262144,83247345,2858,no,NA,5,n
mm-30-3,mm-30-3_NADH,mm-30-3,NADH,M,a318,mma,ma,30,18-06-14,high,823.1,510.79,1984.21,78.08,262144,86024386,2953,no,1.0,3,n
mm-30-4,mm-30-4_NADH,mm-30-4,NADH,M,a313,mum,um,30,18-06-14,high,821.05,504.58,1982.99,77.88,262144,81478450,2797,no,0.1,4,n
mm-30-5,mm-30-5_NADH,mm-30-5,NADH,M,a321,mma,ma,30,18-06-14,high,832.14,566.63,2090.31,81.92,262144,72039523,2473,no,-0.1,4,n
mm-30-6,mm-30-6_NADH,mm-30-6,NADH,M,a308,mma,ma,30,18-06-14,high,801.13,504.14,1921.21,78.4,262144,97829612,3359,no,0.0,4,n
mm-30-7,mm-30-7_NADH,mm-30-7,NADH,M,a323,mma,ma,30,18-06-14,high,793.5,510.74,1918.04,79.22,262144,95033326,3263,no,0.1,3,n
